Universe Date,Filter Date,Era,Novel Type,Title,Writers,Release Date,Canon or Legends,Image,Thumbnail
0 BBY - 4 ABY,0,AOR,YR,The Original Trilogy Stories,"Ivan Cohen, Calliope Glass, Trey King, Meredith Rusu, Elizabeth Schaefer, Andy Schmidt, Rebecca L. Schmidt, Michael Siglain",9/1/2015,Canon,https://static.wikia.nocookie.net/starwars/images/2/29/The_Original_Trilogy_Stories_Cover.jpg/revision/latest?cb=20150313173556,SWImages\The Original Trilogy Stories.jpg
0 BBY - 4 ABY,0,AOR,YR,The Power of the Dark Side,Benjamin Harper,9/8/2015,Canon,https://static.wikia.nocookie.net/starwars/images/f/f5/The_Power_of_the_Dark_Side_Cover.jpg/revision/latest?cb=20150503191825,SWImages\The Power of the Dark Side.jpg
0 BBY - 34 ABY,0,AOR,YR,The Chewbacca Story,Benjamin Harper,8/23/2016,Canon,https://static.wikia.nocookie.net/starwars/images/b/ba/TheChewbaccaStory.png/revision/latest?cb=20160516124818,SWImages\The Chewbacca Story.jpg
0 BBY - 34 ABY,0,AOR,YR,A Leader Named Leia,"Jennifer Heddle
Brian Rood",9/1/2017,Canon,https://static.wikia.nocookie.net/starwars/images/e/e6/A_Leader_named_Leia_slightly_diferent.jpg/revision/latest?cb=20170831230141,SWImages\A Leader Named Leia.jpg
0 BBY - 0 ABY,0,AOR,ON,Battlefront II: Inferno Squad,Christie Golden,7/25/2017,Canon,https://static.wikia.nocookie.net/starwars/images/b/b6/Star_Wars_Battlefront_II_Inferno_Squad.jpg/revision/latest?cb=20170727214334,SWImages\Battlefront II Inferno Squad.jpg
0 ABY,0,AOR,YR,Leia Charts Her Own Course,Liz Marsham,10/2/2018,Canon,https://static.wikia.nocookie.net/starwars/images/6/62/LeiaChartsHerOwnCourse.png/revision/latest?cb=20201229144829,SWImages\Leia Charts Her Own Course.jpg
0 ABY,0,AOR,OJR,Smuggler's Run: A Han Solo & Chewbacca Adventure,Greg Rucka,9/4/2015,Canon,https://static.wikia.nocookie.net/starwars/images/d/dc/Smugglers_Run.png/revision/latest?cb=20150709015644,SWImages\Smugglers Run A Han Solo and Chewbacca Adventure.jpg
0 ABY,0,AOR,YR,Han and the Rebel Rescue,Lucasfilm Press,5/2/2017,Canon,https://static.wikia.nocookie.net/starwars/images/7/79/HanandtheRebelRescue.jpg/revision/latest?cb=20170220172548,SWImages\Han and the Rebel Rescue.jpg
0 ABY,0,AOR,YR,Chewie and the Courageous Kid,Lucasfilm Press,4/17/2018,Canon,https://static.wikia.nocookie.net/starwars/images/e/e9/Chewie_and_the_Courageous_Kid.jpg/revision/latest?cb=20180217014348,SWImages\Chewie and the Courageous Kid.jpg
0 ABY,0,AOR,ON,Heir to the Jedi,Kevin Hearne,3/3/2015,Canon,https://static.wikia.nocookie.net/starwars/images/c/c2/Heir_to_the_Jedi.jpg/revision/latest?cb=20140425200555,SWImages\Heir to the Jedi.jpg
0 ABY,0,AOR,OJR,The Weapon of a Jedi: A Luke Skywalker Adventure,Jason Fry,9/4/2015,Canon,https://static.wikia.nocookie.net/starwars/images/9/90/TheWeaponofaJedi.png/revision/latest?cb=20150709014941,SWImages\The Weapon of a Jedi A Luke Skywalker Adventure.jpg
0 ABY,0,AOR,YR,Luke and the Lost Jedi Temple,Jason Fry,11/1/2016,Canon,https://static.wikia.nocookie.net/starwars/images/1/1b/Luke-and-the-Lost-Jedi-Temple.jpg/revision/latest?cb=20160811190838,SWImages\Luke and the Lost Jedi Temple.jpg
0 ABY,0,AOR,OJR,Choose Your Destiny: A Luke & Leia Adventure,Cavan Scott,10/2/2018,Canon,https://static.wikia.nocookie.net/starwars/images/6/62/SWChooseYourDestiny-LukeLeiaFinal.jpg/revision/latest?cb=20211222043231,SWImages\Choose Your Destiny A Luke and Leia Adventure.jpg
0 ABY,0,AOR,S,Doctor Aphra,Sarah Kuhn,4/6/2021,Canon,https://static.wikia.nocookie.net/starwars/images/f/fa/DoctorAphraAudiobook.jpg/revision/latest?cb=20200722005127,SWImages\Doctor Aphra.jpg
0 ABY,0,AOR,YR,The Rebellion's Biggest Heist,Meredith Rusu,10/2/2018,Canon,https://static.wikia.nocookie.net/starwars/images/0/0c/TheRebellionsBiggestHeist.png/revision/latest?cb=20201230010238,SWImages\The Rebellion's Biggest Heist.jpg
0 ABY,0,AOR,YR,R2-D2 and the Renegade Rescue,Meredith Rusu,10/2/2018,Canon,https://static.wikia.nocookie.net/starwars/images/5/5e/R2D2andtheRenegadeRescue.png/revision/latest?cb=20201230014628,SWImages\R2-D2 and the Renegade Rescue.jpg
3 ABY,3,AOR,ON,Battlefront: Twilight Company,Alexander Freed,11/3/2015,Canon,https://static.wikia.nocookie.net/starwars/images/9/91/Battlefront_Twilight_Company_cover.jpg/revision/latest?cb=20150828172004,SWImages\Battlefront Twilight Company.jpg
3 ABY,3,AOR,YR,AT-AT Attack!,Calliope Glass,11/3/2015,Canon,https://static.wikia.nocookie.net/starwars/images/1/16/AT_AT_Attack_Cover.jpg/revision/latest?cb=20150626235926,SWImages\AT-AT Attack!.jpg
3 ABY,3,AOR,YR,Use the Force!,Michael Siglain,4/7/2015,Canon,https://static.wikia.nocookie.net/starwars/images/f/fb/Use_the_Force_Cover.jpg/revision/latest?cb=20150124163530,SWImages\Use the Force!.jpg
3 ABY,3,AOR,YR,Captured on Cloud City,Nate Millici,7/11/2017,Canon,https://static.wikia.nocookie.net/starwars/images/a/ad/CapturedonCloudCity.jpg/revision/latest?cb=20170920192645,SWImages\Captured on Cloud City.jpg
3 ABY,3,AOR,YR,The Empire Strikes Back,Geof Smith,7/28/2015,Canon,https://static.wikia.nocookie.net/starwars/images/d/d1/The_Empire_Strikes_Back_Golden_Book_Cover.jpg/revision/latest?cb=20150516170814,SWImages\The Empire Strikes Back.jpg
3 ABY,3,AOR,YR,Episode V: The Empire Strikes Back Read-Along Storybook and CD,Randy Thornton,3/10/2015,Canon,https://static.wikia.nocookie.net/starwars/images/f/f6/The_Empire_Strikes_Back_Read-Along_Storybook_and_CD_Cover.jpg/revision/latest?cb=20141030194153,SWImages\Episode V The Empire Strikes Back Read-Along Storybook and CD.jpg
3 ABY,3,AOR,JRA,The Empire Strikes Back: So You Want to Be a Jedi?,Adam Gidwitz,9/22/2015,Canon,https://static.wikia.nocookie.net/starwars/images/c/cb/Want_to_be_a_Jedi_Cover.jpg/revision/latest?cb=20150605191949,SWImages\The Empire Strikes Back So You Want to Be a Jedi.jpg
3 ABY,3,AOR,JRA,Star Wars: The Empire Strikes Back,Ryder Windham,5/4/2017,Canon,https://static.wikia.nocookie.net/starwars/images/a/a8/StarWarsEpisodeV-TheEmpireStrikesBack.png/revision/latest?cb=20190929191246,SWImages\Star Wars The Empire Strikes Back.jpg
4 ABY,4,AOR,OJR,Moving Target: A Princess Leia Adventure,"Cecil Castellucci, Jason Fry",9/4/2015,Canon,https://static.wikia.nocookie.net/starwars/images/7/7a/Moving_Target.png/revision/latest?cb=20150709015258,SWImages\Moving Target A Princess Leia Adventure.jpg
4 ABY,4,AOR,YR,Leia and the Great Island Escape,Jason Fry,12/6/2016,Canon,https://static.wikia.nocookie.net/starwars/images/2/2a/LeiaandtheGreatIslandEscape-final.png/revision/latest?cb=20161002125046,SWImages\Leia and the Great Island Escape.jpg
4 ABY,4,AOR,YR,Rescue from Jabba's Palace,Michael Siglain,4/28/2015,Canon,https://static.wikia.nocookie.net/starwars/images/5/59/RescueJabba.jpg/revision/latest?cb=20210907123218,SWImages\Rescue from Jabba's Palace.jpg
4 ABY,4,AOR,YR,Return of the Jedi: The Battle of Endor,Ella Patrick,3/7/2023,Canon,https://static.wikia.nocookie.net/starwars/images/6/6d/The_Battle_of_Endor_final_cover.jpg/revision/latest?cb=20221229055658,SWImages\Return of the Jedi The Battle of Endor.jpg
4 ABY,4,AOR,YR,Ewoks Join the Fight,Michael Siglain,8/4/2015,Canon,https://static.wikia.nocookie.net/starwars/images/1/10/Disney_Ewoks_Join_the_Fight_Cover.jpg/revision/latest?cb=20150508044840,SWImages\Ewoks Join the Fight.jpg
4 ABY,4,AOR,YR,Return of the Jedi,Geof Smith,7/28/2015,Canon,https://static.wikia.nocookie.net/starwars/images/d/d9/Return_of_the_Jedi_Golden_Book_Cover.jpg/revision/latest?cb=20150516170905,SWImages\Return of the Jedi.jpg
4 ABY,4,AOR,YR,Episode VI: Return of the Jedi Read-Along Storybook and CD,Randy Thornton,4/7/2015,Canon,https://static.wikia.nocookie.net/starwars/images/9/96/Return_of_the_Jedi_Storybook_Cover.jpg/revision/latest?cb=20140927181124,SWImages\Episode VI Return of the Jedi Read-Along Storybook and CD.jpg
4 ABY,4,AOR,JRA,Return of the Jedi: Beware the Power of the Dark Side!,Tom Angleberger,9/22/2015,Canon,https://static.wikia.nocookie.net/starwars/images/0/07/Return_of_the_Jedi_Dark_Side_Cover.jpg/revision/latest?cb=20150605192035,SWImages\Return of the Jedi Beware the Power of the Dark Side!.jpg
4 ABY,4,AOR,JRA,Star Wars: Return of the Jedi,Ryder Windham,5/4/2017,Canon,https://static.wikia.nocookie.net/starwars/images/a/ab/StarWarsEpisodeVI-ReturnoftheJedi.png/revision/latest?cb=20191001013937,SWImages\Star Wars Return of the Jedi.jpg
4 ABY,4,AOR,ON,The Princess and the Scoundrel,Beth Revis,8/16/2022,Canon,https://static.wikia.nocookie.net/starwars/images/8/8b/PrincessandtheScoundrel-cover.jpg/revision/latest?cb=20220514221806,SWImages\The Princess and the Scoundrel.jpg
4 ABY,4,AOR,ON,Alphabet Squadron,Alexander Freed,6/11/2019,Canon,https://static.wikia.nocookie.net/starwars/images/6/66/AlphabetSquadron-CrossoverCover.png/revision/latest?cb=20190224104809,SWImages\Alphabet Squadron.jpg
4 ABY,4,AOR,ON,Aftermath,Chuck Wendig,9/4/2015,Canon,https://static.wikia.nocookie.net/starwars/images/8/88/Aftermath.jpg/revision/latest?cb=20170509004040,SWImages\Aftermath.jpg
5 ABY,5,TNR,ON,Shadow Fall,Alexander Freed,6/23/2020,Canon,https://static.wikia.nocookie.net/starwars/images/a/af/ShadowFall.png/revision/latest?cb=20200617182813,SWImages\Shadow Fall.jpg
5 ABY,5,TNR,ON,Aftermath: Life Debt,Chuck Wendig,7/12/2016,Canon,https://static.wikia.nocookie.net/starwars/images/8/80/AftermathLifeDebt-Hardcover.jpg/revision/latest?cb=20170509144831,SWImages\Aftermath Life Debt.jpg
5 ABY,5,TNR,ON,Victory's Price,Alexander Freed,3/2/2021,Canon,https://static.wikia.nocookie.net/starwars/images/8/89/VictorysPrice.jpg/revision/latest?cb=20210131075536,SWImages\Victory's Price.jpg
5 ABY,5,TNR,ON,Aftermath: Empire's End,Chuck Wendig,2/21/2017,Canon,https://static.wikia.nocookie.net/starwars/images/9/9c/Aftermath-EmpiresEnd-Hardcover.png/revision/latest?cb=20170225022028,SWImages\Aftermath Empire's End.jpg
5 ABY,5,TNR,OJR,Hunters: Battle for the Arena,Mark Oshiro,3/7/2023,Canon,https://static.wikia.nocookie.net/starwars/images/f/f3/Hunters_Battle_for_the_Arena_cover.jpg/revision/latest?cb=20220203233137,SWImages\Hunters Battle for the Arena.jpg
7 ABY,7,TNR,ON,Last Shot,Daniel Jose Older,4/17/2018,Canon,https://static.wikia.nocookie.net/starwars/images/4/49/Last_Shot_Han_cover.jpg/revision/latest?cb=20180416204915,SWImages\Last Shot.jpg
9 ABY,9,TNR,JRA,Star Wars: The Mandalorian Junior Novel,Joe Schreiber,1/5/2021,Canon,https://static.wikia.nocookie.net/starwars/images/6/6d/MandalorianJuniorNovel.jpg/revision/latest?cb=20201002110210,SWImages\Star Wars The Mandalorian Junior Novel.jpg
9 ABY,9,TNR,YR,The Mandalorian: This is the Way,Christopher Nichols,10/27/2020,Canon,https://static.wikia.nocookie.net/starwars/images/b/b8/ThisIsTheWayCover.jpg/revision/latest?cb=20200825151053,SWImages\The Mandalorian This is the Way.jpg
9 ABY,9,TNR,YR,The Mandalorian: A Clan of Two,Brooke Vitale,12/1/2020,Canon,https://static.wikia.nocookie.net/starwars/images/3/32/TMAClanOfTwo-ebook.png/revision/latest?cb=20201231022734,SWImages\The Mandalorian A Clan of Two.jpg
9 ABY,9,TNR,YR,The Mandalorian: Allies & Enemies,Brooke Vitale,12/1/2020,Canon,https://static.wikia.nocookie.net/starwars/images/a/a2/TMAlliesAndEnemies-ebook.png/revision/latest?cb=20201231023524,SWImages\The Mandalorian Allies and Enemies.jpg
18 ABY,18,TNR,YA,Poe Dameron: Free Fall,Alex Segura,8/4/2020,Canon,https://static.wikia.nocookie.net/starwars/images/c/c2/PoeDameronFreeFall.jpg/revision/latest?cb=20200514183531,SWImages\Poe Dameron Free Fall.jpg
21 ABY,21,TNR,ON,Shadow of the Sith,Adam Christopher,6/28/2022,Canon,https://static.wikia.nocookie.net/starwars/images/e/e5/Shadow-of-the-Sith-Cover.jpg/revision/latest?cb=20220324191944,SWImages\Shadow of the Sith.jpg
28 ABY,28,TNR,ON,Bloodline,Claudia Gray,5/3/2016,Canon,https://static.wikia.nocookie.net/starwars/images/0/0b/SW_Bloodline_cover.jpg/revision/latest?cb=20160206211144,SWImages\Bloodline.jpg
28 ABY,28,TNR,OJR,The Legends of Luke Skywalker,Ken Liu,10/31/2017,Canon,https://static.wikia.nocookie.net/starwars/images/2/2f/The_Legends_of_Luke_Skywalker_final_cover.jpg/revision/latest?cb=20170720190858,SWImages\The Legends of Luke Skywalker.jpg
31-34 ABY,31,TNR,OJR,Before the Awakening,Greg Rucka,12/18/2015,Canon,https://static.wikia.nocookie.net/starwars/images/3/3e/Before_the_Awakening.png/revision/latest?cb=20150925225436,SWImages\Before the Awakening.jpg
34 ABY,34,ROTFO,YR,Stormtrooper in Training,Calliope Glass,10/2/2018,Canon,https://static.wikia.nocookie.net/starwars/images/0/0a/StormtrooperInTraining.png/revision/latest?cb=20201230015916,SWImages\Stormtrooper in Training.jpg
34 ABY,34,ROTFO,YR,Rey's First Flight,Rebecca L. Schmidt,10/2/2018,Canon,https://static.wikia.nocookie.net/starwars/images/9/98/ReysFirstFlight-cover.png/revision/latest?cb=20201230015650,SWImages\Rey's First Flight.jpg
31 ABY,31,TNR,YR,Poe and the Missing Ship,Nate Millici,1/17/2017,Canon,https://static.wikia.nocookie.net/starwars/images/6/6f/Poe_and_the_Missing_Ship_cover.png/revision/latest?cb=20161107174738,SWImages\Poe and the Missing Ship.jpg
31 ABY,31,TNR,YR,C-3PO's New Arm,Rebecca L. Schmidt,10/2/2018,Canon,https://static.wikia.nocookie.net/starwars/images/3/3b/C3POsNewArm.png/revision/latest?cb=20201230015304,SWImages\C-3PO's New Arm.jpg
31 ABY,31,TNR,YA,Force Collector,Kevin Shinick,10/4/2019,Canon,https://static.wikia.nocookie.net/starwars/images/8/8c/ForceCollector-Egmont.jpg/revision/latest?cb=20191025191801,SWImages\Force Collector.jpg
31 ABY,31,TNR,OJR,Choose Your Destiny: A Scavenger Mission,Cavan Scott,12/20/2019,Canon,https://static.wikia.nocookie.net/starwars/images/a/a2/ChooseYourDestiny-Clone-Trooper-Mission.jpg/revision/latest?cb=20220107154620,SWImages\Choose Your Destiny A Scavenger Mission.jpg
31 ABY,31,TNR,OJR,Choose Your Destiny: A Maz's Castle Mission,Cavan Scott,12/20/2019,Canon,https://static.wikia.nocookie.net/starwars/images/a/a2/ChooseYourDestiny-Clone-Trooper-Mission.jpg/revision/latest?cb=20220107154620,SWImages\Choose Your Destiny A Maz's Castle Mission.jpg
34 ABY,34,ROTFO,JRA,The New Spy,Vanessa Rubio-Barreau,1/16/2019,Canon,https://static.wikia.nocookie.net/starwars/images/4/49/NouvelEspion.jpg/revision/latest?cb=20210212144138,SWImages\The New Spy.jpg
34 ABY,34,ROTFO,JRA,The Triple Dark,Vanessa Rubio-Barreau,4/17/2019,Canon,https://static.wikia.nocookie.net/starwars/images/5/58/TriplesTenebres-cover.jpg/revision/latest?cb=20201221044523,SWImages\The Triple Dark.jpg
34 ABY,34,ROTFO,JRA,Yeager's Secret,Vanessa Rubio-Barreau,8/14/2019,Canon,https://static.wikia.nocookie.net/starwars/images/e/ea/YeagersSecret.jpg/revision/latest?cb=20210213012128,SWImages\Yeager's Secret.jpg
34 ABY,34,ROTFO,JRA,The Survivor,Vanessa Rubio-Barreau,6/9/2019,Canon,https://static.wikia.nocookie.net/starwars/images/1/1c/TheSurvivor.jpg/revision/latest?cb=20210212184610,SWImages\The Survivor.jpg
34 ABY,34,ROTFO,OJR,Join the Resistance,"Ben Acker
Ben Blacker",3/7/2017,Canon,https://static.wikia.nocookie.net/starwars/images/1/11/Join_the_Resistance_1_Cover.jpg/revision/latest?cb=20161209203450,SWImages\Join the Resistance.jpg
34 ABY,34,ROTFO,OJR,Join the Resistance: Escape from Vodran,"Ben Acker
Ben Blacker",10/3/2017,Canon,https://static.wikia.nocookie.net/starwars/images/e/ea/Join_The_Resistance_2_Final_cover.jpg/revision/latest?cb=20191226045142,SWImages\Join the Resistance Escape from Vodran.jpg
34 ABY,34,ROTFO,ON,Phasma,Delilah S. Dawson,9/1/2017,Canon,https://static.wikia.nocookie.net/starwars/images/f/f2/Phasma-Hardcover.png/revision/latest?cb=20170630180824,SWImages\Phasma.jpg
34 ABY,34,ROTFO,YR,Finn & the First Order,Elizabeth Schaefer,12/18/2015,Canon,https://static.wikia.nocookie.net/starwars/images/7/77/FinnAndTheFirstOrder.jpg/revision/latest?cb=20151128223215,SWImages\Finn and the First Order.jpg
34 ABY,34,ROTFO,YR,Finn and Poe Team Up!,Nate Millici,5/17/2016,Canon,https://static.wikia.nocookie.net/starwars/images/4/43/FinnAndPoeTeamUp-US.jpg/revision/latest?cb=20160331210123,SWImages\Finn and Poe Team Up!.jpg
34 ABY,34,ROTFO,YR,Rey Meets BB-8,Elizabeth Schaefer,12/18/2015,Canon,https://static.wikia.nocookie.net/starwars/images/3/31/Rey_Meets_BB-8_Cover.jpg/revision/latest?cb=20150926003433,SWImages\Rey Meets BB-8.jpg
34 ABY,34,ROTFO,YR,Finn & Rey Escape!,Michael Siglain,12/18/2015,Canon,https://static.wikia.nocookie.net/starwars/images/0/00/Finn_and_Rey_Escape_cover.jpg/revision/latest?cb=20150926003231,SWImages\Finn and Rey Escape.jpg
34 ABY,34,ROTFO,YR,Han & Chewie Return!,Michael Siglain,12/18/2015,Canon,https://static.wikia.nocookie.net/starwars/images/4/42/Han_and_Chewie_Return_cover.jpg/revision/latest?cb=20150926003340,SWImages\Han and Chewie Return.jpg
34 ABY,34,ROTFO,YR,Chaos at the Castle,Nate Millici,8/2/2016,Canon,https://static.wikia.nocookie.net/starwars/images/a/af/ChaosattheCastle-US.jpg/revision/latest?cb=20161005020657,SWImages\Chaos at the Castle.jpg
34 ABY,34,ROTFO,YR,The Fight in the Forest,Nate Millici,1/17/2017,Canon,https://static.wikia.nocookie.net/starwars/images/3/3e/TheFightintheForest.png/revision/latest?cb=20161025174707,SWImages\The Fight in the Forest.jpg
34 ABY,34,ROTFO,YR,The Force Awakens Golden Book,Christopher Nicholas,4/12/2016,Canon,https://static.wikia.nocookie.net/starwars/images/c/cf/The_Force_Awakens_Golden_Book_cover.jpg/revision/latest?cb=20160105070626,SWImages\The Force Awakens Golden Book.jpg
34 ABY,34,ROTFO,YR,The Force Awakens Storybook,Elizabeth Schaefer,4/5/2016,Canon,https://static.wikia.nocookie.net/starwars/images/4/4f/The_Force_Awakens_storybook_cover.jpg/revision/latest?cb=20190604054759,SWImages\The Force Awakens Storybook.jpg
34 ABY,34,ROTFO,YR,The Force Awakens Read-Along Storybook and CD,Elizabeth Schaefer,4/5/2016,Canon,https://static.wikia.nocookie.net/starwars/images/1/1d/TheForceAwakensReadAlongStorybookAndCD-Paperback.jpg/revision/latest?cb=20160105215738,SWImages\The Force Awakens Read-Along Storybook and CD.jpg
34 ABY,34,ROTFO,YR,Lightsaber Rescue,Phoneix International Publications,12/18/2015,Canon,https://static.wikia.nocookie.net/starwars/images/0/05/Lightsaber_Rescue_cover.jpg/revision/latest?cb=20150926004022,SWImages\Lightsaber Rescue.jpg
34 ABY,34,ROTFO,YR,Rolling with BB-8!,Benjamin Harper,2/2/2016,Canon,https://static.wikia.nocookie.net/starwars/images/5/5a/RollingWithBB8.jpg/revision/latest?cb=20200902194536,SWImages\Rolling with BB-8!.jpg
34 ABY,34,ROTFO,YR,Rey to the Rescue!,Lisa Stock,1/3/2017,Canon,https://static.wikia.nocookie.net/starwars/images/8/86/ReytotheRescue-Hardcover.jpg/revision/latest?cb=20170427210742,SWImages\Rey to the Rescue!.jpg
34 ABY,34,ROTFO,NA,Star Wars: The Force Awakens,Alan Dean Foster,1/5/2016,Canon,https://static.wikia.nocookie.net/starwars/images/b/b9/The_Force_Awakens_novelization_final_cover.jpg/revision/latest?cb=20190531021855,SWImages\Star Wars The Force Awakens.jpg
34 ABY,34,ROTFO,JRA,Star Wars: The Force Awakens: A Junior Novel,Michael Kogge,2/16/2016,Canon,https://static.wikia.nocookie.net/starwars/images/8/89/The_Force_Awakens_junior_novel_cover.jpg/revision/latest?cb=20151215212302,SWImages\Star Wars The Force Awakens A Junior Novel.jpg
34 ABY,34,ROTFO,JRA,The Force Awakens: Rey's Story,Elizabeth Schaefer,2/16/2016,Canon,https://static.wikia.nocookie.net/starwars/images/6/6c/The_Force_Awakens_Reys_Story_cover.jpg/revision/latest?cb=20160105215949,SWImages\The Force Awakens Rey's Story.jpg
34 ABY,34,ROTFO,JRA,The Force Awakens: Finn's Story,Jesse J. Holland,9/13/2016,Canon,https://static.wikia.nocookie.net/starwars/images/1/13/FinnsStory.jpg/revision/latest?cb=20160528174905,SWImages\The Force Awakens Finn's Story.jpg
34 ABY,34,ROTFO,YR,BB-8 on the Run,Drew Daywalt,9/1/2017,Canon,https://static.wikia.nocookie.net/starwars/images/6/61/BB-8ontheRun.jpg/revision/latest?cb=20201020032613,SWImages\BB-8 on the Run.jpg
34 ABY,34,ROTFO,OJR,Join the Resistance: Attack on Starkiller Base,"Ben Acker, Ben Blacker",7/31/2018,Canon,https://static.wikia.nocookie.net/starwars/images/b/b8/JointheResistanceAttackOnStarkillerBase.jpg/revision/latest?cb=20180501083742,SWImages\Join the Resistance Attack on Starkiller Base.jpg
34 ABY,34,ROTFO,JRA,Forces of Destiny: The Rey Chronicles,Emma Carlson Berne,3/6/2018,Canon,https://static.wikia.nocookie.net/starwars/images/0/04/FoD_Daring_Adventures_Rey_final.jpg/revision/latest?cb=20171223162353,SWImages\Forces of Destiny The Rey Chronicles.jpg
34 ABY,34,ROTFO,OJR,The Last Jedi: Cobalt Squadron,Elizabeth Wein,12/15/2017,Canon,https://static.wikia.nocookie.net/starwars/images/7/73/CobaltSquadBook.jpg/revision/latest?cb=20170831224519,SWImages\The Last Jedi Cobalt Squadron.jpg
34 ABY,34,ROTFO,YR,Rose and Paige Fight for the Resistance,Calliope Glass,10/2/2018,Canon,https://static.wikia.nocookie.net/starwars/images/5/52/RoseAndPaigeFightForTheResistance.png/revision/latest?cb=20201230020316,SWImages\Rose and Paige Fight for the Resistance.jpg
34 ABY,34,ROTFO,ON,Galaxy's Edge: Black Spire,Delilah S. Dawson,9/3/2019,Canon,https://static.wikia.nocookie.net/starwars/images/b/b6/GalaxysEdgeBlackSpire.png/revision/latest?cb=20190325201402,SWImages\Galaxy's Edge Black Spire.jpg
34 ABY,34,ROTFO,YR,Captain Phasma's Escape from Starkiller Base,Ivan Cohen,10/2/2018,Canon,https://static.wikia.nocookie.net/starwars/images/7/78/CPsEscapeFromStarkillerBase.png/revision/latest?cb=20201230020055,SWImages\Captain Phasma's Escape from Starkiller Base.jpg
34 ABY,34,ROTFO,NA,Star Wars: The Last Jedi: Expanded Edition,Jason Fry,3/6/2018,Canon,https://static.wikia.nocookie.net/starwars/images/5/53/SWTLJExpandedEdition.jpg/revision/latest?cb=20180212223228,SWImages\Star Wars The Last Jedi Expanded Edition.jpg
34 ABY,34,ROTFO,JRA,Star Wars: The Last Jedi: A Junior Novel,Michael Kogge,3/6/2018,Canon,https://static.wikia.nocookie.net/starwars/images/0/01/TLJ-JuniorNovelization-FinalCover.jpg/revision/latest?cb=20171223163204,SWImages\Star Wars The Last Jedi A Junior Novel.jpg
34 ABY,34,ROTFO,YR,The Last Jedi Storybook,Elizabeth Schaefer,3/6/2018,Canon,https://static.wikia.nocookie.net/starwars/images/4/43/TLJ_movie_storybook.jpg/revision/latest?cb=20171223164251,SWImages\The Last Jedi Storybook.jpg
34 ABY,34,ROTFO,YR,The Last Jedi Read-Along Storybook and CD,Elizabeth Schaefer,3/6/2018,Canon,https://static.wikia.nocookie.net/starwars/images/e/e0/TLJ_readlong_storybook.jpg/revision/latest?cb=20171223163943,SWImages\The Last Jedi Read-Along Storybook and CD.jpg
34 ABY,34,ROTFO,YR,The Last Jedi: Rey's Journey,Ella Patrick,12/15/2017,Canon,https://static.wikia.nocookie.net/starwars/images/3/39/ReysJourney.jpg/revision/latest?cb=20170831230635,SWImages\The Last Jedi Rey's Journey.jpg
34 ABY,34,ROTFO,YR,The Last Jedi: Rose and Finn's Secret Mission,Ella Patrick,12/15/2017,Canon,https://static.wikia.nocookie.net/starwars/images/0/00/TheLastJedi-RoseAndFinnsSecretMission.png/revision/latest?cb=20180106020859,SWImages\The Last Jedi Rose and Finn's Secret Mission.jpg
34 ABY,34,ROTFO,YR,Chewie and the Porgs,Kevin Shinick,12/15/2017,Canon,https://static.wikia.nocookie.net/starwars/images/7/71/ChewiePorgs.jpg/revision/latest?cb=20180911024943,SWImages\Chewie and the Porgs.jpg
34 ABY,34,ROTFO,ON,Resistance Reborn,Rebecca Roanhorse,11/5/2019,Canon,https://static.wikia.nocookie.net/starwars/images/4/4b/Resistance-reborn-final-cover.jpg/revision/latest?cb=20191101221804,SWImages\Resistance Reborn.jpg
34 ABY,34,ROTFO,YR,C-3PO Does NOT Like Sand!,Caitlin Kennedy,6/4/2019,Canon,https://static.wikia.nocookie.net/starwars/images/9/93/C-3PODoesNOTLikeSand.jpg/revision/latest?cb=20181105183518,SWImages\C-3PO Does NOT Like Sand!.jpg
34 ABY,34,ROTFO,YR,R2-D2 is LOST!,Caitlin Kennedy,2/20/2020,Canon,https://static.wikia.nocookie.net/starwars/images/2/25/R2-D2isLOST.jpg/revision/latest?cb=20200302210606,SWImages\R2-D2 is LOST!.jpg
34 ABY,34,ROTFO,OJR,Choose Your Destiny: A Finn & Poe Adventure,Cavan Scott,10/4/2019,Canon,https://static.wikia.nocookie.net/starwars/images/8/81/CYD-AFinnPoeAdventure.jpg/revision/latest?cb=20211222051846,SWImages\Choose Your Destiny A Finn and Poe Adventure.jpg
34 ABY,34,ROTFO,OJR,Spark of the Resistance,Justina Ireland,10/4/2019,Canon,https://static.wikia.nocookie.net/starwars/images/7/7f/SparkoftheResistance-Cover.jpg/revision/latest?cb=20191010222201,SWImages\Spark of the Resistance.jpg
34 ABY,34,ROTFO,OJR,Pirate's Price,Lou Anders,1/8/2019,Canon,https://static.wikia.nocookie.net/starwars/images/4/46/SWPiratesPriceFinal.jpg/revision/latest?cb=20181009055811,SWImages\Pirate's Price.jpg
34 ABY,34,ROTFO,YA,A Crash of Fate,Zoraida Cordova,8/6/2019,Canon,https://static.wikia.nocookie.net/starwars/images/8/8a/ACrashofFate.png/revision/latest?cb=20190808231603,SWImages\A Crash of Fate.jpg
34 ABY,34,ROTFO,YR,Elee & Me,Amy Ratcliffe,11/3/2020,Canon,https://static.wikia.nocookie.net/starwars/images/f/f7/EleeAndMe.png/revision/latest?cb=20210319161311,SWImages\Elee and Me.jpg
